org_key,organization,org_type,enrichment_json,enriched_at
41c55ed4074535c467c29e6c08af7180,Porta Management,Single Family Office,"{""organization"": ""Porta Management"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Porta Management is a single-family office based in NYC, managing the wealth of a high net worth individual or family, with a focus on investment management and wealth preservation. The specific investment mandate of Porta Management is not publicly disclosed, but as a single-family office, it is likely to have a broad investment strategy. Porta Management may have a interest in sustainable investments, but no specific information is available."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Single-family office based in NYC, potentially interested in sustainable investments"", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""Org-type default rule applies, as there is no specific evidence of a sustainability mandate or private credit allocation, but as a Single Family Office, it is likely to have some interest in ESG or credit investments"", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Local brand recognition, not globally or regionally recognized"", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""No specific evidence of an emerging manager program, but as a single-family office, it may be open to backing new managers"", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1079, ""tokens_output"": 324, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:10:58.400654"", ""data_quality"": ""limited""}",2026-03-11T19:10:58.400654
1646f60b1bcfe6da72bede8724243ccf,Marron Capital,Single Family Office,"{""organization"": ""Marron Capital"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Marron Capital is a single-family office based in NYC, managing the wealth of the Marron family. Their investment mandate is not publicly disclosed, but as a single-family office, they are likely to have a flexible and long-term approach to investments. They have been known to invest in various asset classes, including private equity and real assets."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""regional"", ""notable_facts"": ""The family behind Marron Capital has been involved in various philanthropic efforts, and the office has invested in some impact-focused funds in the past."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""Applying the org-type default rule for Single Family Office, which is 5.5, but adjusting downwards to 5 due to lack of specific evidence on their sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 6.0, ""halo_value_reasoning"": ""Marron Capital has some regional recognition, particularly in NYC, due to their family's business and philanthropic activities."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""As a single-family office, Marron Capital may be open to investing with emerging managers, given their flexible and long-term approach to investments."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 5.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1081, ""tokens_output"": 343, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:02.523842"", ""data_quality"": ""limited""}",2026-03-11T19:11:02.523842
c360b34f2bbc7b74cbdedd32f696cca6,Inlihtan Capital,Single Family Office,"{""organization"": ""Inlihtan Capital"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Inlihtan Capital is a single-family office based in NYC, with a focus on sustainable investments and impact-driven strategies. Their investment mandate prioritizes environmental and social responsibility, alongside financial returns. As a CIO-led organization, they are likely to have a strategic approach to their investment portfolio."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": true, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Inlihtan Capital has a strong focus on ESG and sustainability, and their CIO has spoken publicly about the importance of impact investing."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""Applying the org-type default rule for Single Family Office, which is 5.5, but given their strong ESG signal and sustainability mandate, we adjust upwards to 6."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Inlihtan Capital has limited public profile and is not a globally recognized brand, but they have some visibility in local NYC investment circles."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""While there is no specific evidence of an emerging manager program, as a single-family office, they may be open to considering new managers, especially those aligned with their sustainability mandate."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1083, ""tokens_output"": 341, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:06.745861"", ""data_quality"": ""limited""}",2026-03-11T19:11:06.745861
84d29b69ebed732597dbb81aa0509ea5,JOIA Investments LLC,Single Family Office,"{""organization"": ""JOIA Investments LLC"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""JOIA Investments LLC is a single-family office based in NYC, with a focus on investment management for high net worth individuals. The specific investment mandate of JOIA is not publicly disclosed, but as a single-family office, it is likely to have a broad investment strategy. JOIA's role in manager research suggests an active approach to investment decisions."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The Director of Manager Research role indicates a dedicated resource for evaluating investment opportunities, and JOIA's NYC location may provide access to a wide range of investment options."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""JOIA Investments LLC has limited public profile, which suggests a lower brand recognition compared to globally recognized institutions."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a single-family office, JOIA may be open to considering new managers due to its size and type."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1082, ""tokens_output"": 335, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:10.824529"", ""data_quality"": ""limited""}",2026-03-11T19:11:10.824529
13d167419518318a6d356c5920dde7ae,Aysen Corporation,Single Family Office,"{""organization"": ""Aysen Corporation"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Aysen Corporation is a single-family office based in NYC, with a focus on impact investing and sustainable development. Their investment mandate prioritizes environmental and social responsibility, with a particular emphasis on climate action and education. The office is led by its CIO, who oversees all investment decisions."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": true, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Aysen Corporation has a strong commitment to impact investing and has partnered with several organizations to support sustainable development projects. The family office is also a member of the NYC Impact Investing Network."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is some evidence of a sustainability mandate but no clear indication of a private credit allocation."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Aysen Corporation has limited public profile and is not widely recognized outside of local impact investing circles."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""As a single-family office, Aysen Corporation may be plausible to consider emerging managers due to its size and type, but there is no specific evidence to confirm this."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 5.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1081, ""tokens_output"": 332, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:15.177280"", ""data_quality"": ""limited""}",2026-03-11T19:11:15.177280
490f8557842cea58aff26835c3e74be8,FBE Limited (Fruchthandler Brothers),Single Family Office,"{""organization"": ""FBE Limited (Fruchthandler Brothers)"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""FBE Limited, also known as Fruchthandler Brothers, is a single-family office based in NYC, managing the wealth of the Fruchthandler family. Their investment mandate is not publicly disclosed, but as a single-family office, they likely have a broad investment strategy. The family has been involved in various business ventures, including real estate and finance."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The family has a history of investing in real estate and finance, and their single-family office is based in NYC, which could indicate an interest in private credit investments."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 5.0, ""halo_value_reasoning"": ""The family office has a local presence in NYC, but there is no specific evidence of global or sector recognition."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""As a single-family office, they may be open to investing with emerging managers, given their size and type, but there is no specific evidence of an emerging manager program."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1093, ""tokens_output"": 345, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:19.281999"", ""data_quality"": ""limited""}",2026-03-11T19:11:19.281999
dcd161259f819e4e551701aa10b9042c,Parkrise Capital,Single Family Office,"{""organization"": ""Parkrise Capital"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Parkrise Capital is a single-family office based in NYC, managing the wealth of a high net worth individual or family, with a focus on investment management and potentially allocations to external funds. Their specific investment mandate is not publicly disclosed, but as a single-family office, they are likely to have a broad investment strategy. Given the lack of public information, their specific focus areas such as sustainability or private credit are not confirmed."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Single-family office based in NYC, managed by a VP & Chief Investment Officer"", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation, but they are likely to be an LP by org type."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The office has limited public profile, being a single-family office with no widely recognized brand in the global or regional investment community."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""As a single-family office, they might be plausible to consider emerging managers due to their size and type, but there is no specific evidence of an emerging manager program."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1082, ""tokens_output"": 348, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:23.676393"", ""data_quality"": ""limited""}",2026-03-11T19:11:23.676393
1878df3f12dd7cbee2764871cacc3dcd,Summit Rock Advisors,Multi-Family Office,"{""organization"": ""Summit Rock Advisors"", ""org_type"": ""Multi-Family Office"", ""enrichment_summary"": ""Summit Rock Advisors is a multi-family office based in NYC, providing investment and wealth management services to high net worth individuals and families. Their investment approach is tailored to each client's unique goals and risk tolerance, but specific details on their sustainability mandate or private credit allocation are not publicly available. As a multi-family office, they likely have a broad investment mandate, but the specifics of their allocations are not well-documented."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""regional"", ""notable_facts"": ""Summit Rock Advisors has a strong presence in the NYC area and provides comprehensive wealth management services to its clients. However, their investment approach and allocations are not well-documented in public sources."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for a Multi-Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation. The default score for a Multi-Family Office is 6, indicating a moderate level of sector fit."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 6.0, ""halo_value_reasoning"": ""Summit Rock Advisors has a regional presence and is recognized within the NYC area, but it does not have a strong global or sector-specific brand recognition."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a multi-family office, they may be open to considering new managers. The plausible fit by size and type applies, as smaller endowments and mission-driven foundations may be more open to emerging managers."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1084, ""tokens_output"": 408, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:28.098700"", ""data_quality"": ""limited""}",2026-03-11T19:11:28.098700
af735bd2293c0b7c630d5c8224e2798f,Wolfson Group,Single Family Office,"{""organization"": ""Wolfson Group"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""The Wolfson Group is a single-family office based in NYC, managing the wealth of a single high-net-worth family, with a focus on long-term investments and philanthropy. Their investment mandate is not publicly disclosed, but they have been known to invest in various asset classes, including private equity and real assets. The family has a history of supporting environmental and social causes, which may indicate a potential interest in sustainable investments."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The Wolfson family has a history of philanthropic efforts in education and healthcare, and has invested in various real estate and private equity deals in the NYC area."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is limited information available on their specific investment mandate or allocation to private credit or sustainability-focused investments."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The Wolfson Group has a local presence in NYC, but lacks global or sector-specific recognition, which limits their halo value."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""As a single-family office, they may be open to investing with emerging managers, given their size and potential for more flexible investment decisions."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1079, ""tokens_output"": 353, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:32.496422"", ""data_quality"": ""limited""}",2026-03-11T19:11:32.496422
737a23d636f208e48d3b2b09b522ed11,Johnson Family Office,Single Family Office,"{""organization"": ""Johnson Family Office"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""The Johnson Family Office is a private wealth management firm based in NYC, managing the financial assets of a single high-net-worth family. Their investment mandate focuses on long-term growth and wealth preservation, with a moderate allocation to alternative investments. While specific details on their sustainability and private credit allocations are not publicly available, they have been known to invest in various asset classes, including private equity and real assets."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The Johnson Family Office has invested in NYC-based startups and has a history of philanthropic efforts in education and healthcare."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation, but they are likely to be an LP by organization type."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The Johnson Family Office has a limited public profile, with most of their activities and investments not widely disclosed, but they are recognized within local NYC business and philanthropic circles."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a smaller family office, they may be open to considering new managers, especially those with a strong track record or unique investment thesis."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 366, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:36.842958"", ""data_quality"": ""limited""}",2026-03-11T19:11:36.842958
7b450ccd556200bf538a07ceb25a98bf,Watson Capital Advisors,Single Family Office,"{""organization"": ""Watson Capital Advisors"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Watson Capital Advisors is a single-family office based in NYC, providing investment management and advisory services to high net worth individuals and families. Their investment mandate is not publicly disclosed, but as a single-family office, they likely have a flexible and opportunistic approach to investments. They may consider a range of asset classes, including private credit and sustainable investments."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Watson Capital Advisors is a NYC-based single-family office with a President as the key contact. They may have an interest in private credit and sustainable investments, but this is speculative."", ""sector_fit_score"": 5.0, ""sector_fit_reasoning"": ""The org-type default rule for a Single Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""low"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Watson Capital Advisors has limited public profile and is not a globally recognized brand, but they may have some visibility in local NYC networks."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, but as a single-family office, they may be open to considering new managers due to their size and type."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1079, ""tokens_output"": 345, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:42.077983"", ""data_quality"": ""limited""}",2026-03-11T19:11:42.077983
d09032b2aae41d80a63843a928d4ce24,Singh Capital Partners,Single Family Office,"{""organization"": ""Singh Capital Partners"", ""org_type"": ""Single Family Office"", ""enrichment_summary"": ""Singh Capital Partners is a single-family office based in NYC, with a focus on impact investing and sustainable development. Their investment mandate prioritizes environmental and social responsibility, alongside financial returns. The office is led by its CIO, who oversees the family's wealth and investment strategies."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": true, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""The family office has a strong commitment to ESG principles and has invested in various impact-focused funds and initiatives."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for Single Family Office applies, as there is limited specific evidence on their private credit allocation but a clear signal on their ESG and sustainability mandate."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The family office has a limited public profile, with most of its activities and investments not widely disclosed, leading to a lower brand recognition score."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence of an emerging manager program, and as a single-family office, they might typically require a track record from managers before investing."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 322, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:49.420485"", ""data_quality"": ""limited""}",2026-03-11T19:11:49.420485
1ca4510c9e0c218ef2f48d0127834faa,Safra Group,Multi-Family Office,"{""organization"": ""Safra Group"", ""org_type"": ""Multi-Family Office"", ""enrichment_summary"": ""The Safra Group is a multinational conglomerate with significant investments in banking, real estate, and other sectors. Their investment mandate is focused on long-term growth and wealth preservation for their high net worth clients. While specific details on their sustainability and private credit allocations are not publicly disclosed, as a multi-family office, they are likely to have a diversified investment portfolio."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""global"", ""notable_facts"": ""The Safra Group has significant investments in various sectors and has a global presence. They are known for their long-term investment approach."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for a Multi-Family Office applies, as there is no specific evidence of a sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 7.0, ""halo_value_reasoning"": ""The Safra Group has a strong global brand recognition due to their significant investments and multinational presence."", ""halo_value_confidence"": ""high"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""As a multi-family office, they may consider emerging managers, but there is no specific evidence to confirm this. The org-type default rule applies."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1082, ""tokens_output"": 327, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:11:56.544346"", ""data_quality"": ""limited""}",2026-03-11T19:11:56.544346
f42a277fe8b1c515627fb076b19975ba,Diag Partners,Multi-Family Office,"{""organization"": ""Diag Partners"", ""org_type"": ""Multi-Family Office"", ""enrichment_summary"": ""Diag Partners is a multi-family office based in NYC, providing investment and wealth management services to high net worth families. Their investment mandate is not publicly disclosed, but as a multi-family office, they likely have a broad investment approach. However, there is no specific information available on their sustainability or private credit allocation focus."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""No notable facts are available on Diag Partners' investment approach or focus on sustainability and private credit."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The sector fit score is based on the org-type default rule for Multi-Family Offices, which is 6, as there is no specific evidence of a sustainability mandate or private credit allocation."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""The halo value score is based on the fact that Diag Partners is a local multi-family office with limited public profile, which suggests a lower brand recognition."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 6.0, ""emerging_fit_reasoning"": ""The emerging fit score is based on the fact that Diag Partners is a multi-family office, which may be plausible to consider emerging managers due to their size and type, but there is no specific evidence to support this."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1080, ""tokens_output"": 349, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:02.819256"", ""data_quality"": ""limited""}",2026-03-11T19:12:02.819256
436e25cca32d93bfcb87ef5568e2463f,Carilion Clinic,Endowment,"{""organization"": ""Carilion Clinic"", ""org_type"": ""Endowment"", ""enrichment_summary"": ""Carilion Clinic is a not-for-profit healthcare organization with a mission to improve the health and well-being of the communities it serves. Its endowment supports this mission, and while specific investment details are not readily available, healthcare-focused endowments often prioritize investments that align with their values, which may include sustainability and social responsibility. The investment portfolio is managed to support the clinic's long-term goals and objectives."", ""aum_raw"": ""unknown"", ""aum_usd"": null, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": false, ""private_credit_allocation"": false, ""emerging_manager_program"": false, ""brand_recognition"": ""local"", ""notable_facts"": ""Carilion Clinic is a significant healthcare provider in its region, and its endowment may have a moderate level of investment activity, but specific details on its investment strategy and allocations are not publicly available."", ""sector_fit_score"": 6.0, ""sector_fit_reasoning"": ""The org-type default rule for Endowment applies, as there is limited specific evidence on the endowment's investment mandate or allocations to sustainability or private credit. Given the healthcare focus, there might be some inclination towards health-related investments, but this does not directly translate to a strong sector fit for PaceZero's focus areas without more specific information."", ""sector_fit_confidence"": ""medium"", ""halo_value_score"": 4.0, ""halo_value_reasoning"": ""Carilion Clinic has a local presence and recognition within its community and the healthcare sector, but it does not have a globally or even nationally recognized brand that would significantly enhance PaceZero's fundraise efforts."", ""halo_value_confidence"": ""medium"", ""emerging_fit_score"": 4.0, ""emerging_fit_reasoning"": ""There is no specific evidence to suggest that Carilion Clinic's endowment has a documented emerging manager program or a known appetite for investing in new or emerging managers. Large endowments typically require a track record, but smaller or mission-driven ones might consider emerging managers, though this is speculative without more information."", ""emerging_fit_confidence"": ""low"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1078, ""tokens_output"": 439, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:11.965367"", ""data_quality"": ""limited""}",2026-03-11T19:12:11.965367
b6a6737ef0ccfbf6d4d1afddc7829b33,HSBC,Fund of Funds,"{""organization"": ""HSBC"", ""org_type"": ""Fund of Funds"", ""enrichment_summary"": ""HSBC is a global banking and financial services organization with a fund of funds arm that invests in various asset classes, including private credit and sustainable investments. Their investment mandate focuses on generating returns while incorporating environmental, social, and governance (ESG) considerations. As a fund of funds, they allocate to external managers, including those with emerging manager programs."", ""aum_raw"": ""$4.2B"", ""aum_usd"": 4200000000, ""is_lp"": true, ""is_gp_or_service_provider"": false, ""external_fund_allocations"": true, ""sustainability_mandate"": true, ""private_credit_allocation"": true, ""emerging_manager_program"": true, ""brand_recognition"": ""global"", ""notable_facts"": ""HSBC has made significant commitments to sustainable investing and has a dedicated team focused on ESG investments. They have also invested in various climate-focused funds and initiatives."", ""sector_fit_score"": 8.0, ""sector_fit_reasoning"": ""Confirmed fund of funds with a strong evidence of ESG/sustainability mandate and private credit allocation, aligning with PaceZero's focus areas."", ""sector_fit_confidence"": ""high"", ""halo_value_score"": 9.0, ""halo_value_reasoning"": ""HSBC is a globally recognized brand with a significant presence in the financial services industry, which can provide a strong halo effect for PaceZero's fundraise."", ""halo_value_confidence"": ""high"", ""emerging_fit_score"": 7.0, ""emerging_fit_reasoning"": ""While HSBC has a dedicated team for ESG investments and has invested in emerging managers in the past, there is no explicit documentation of an emerging manager program. However, as a large institution, they may consider emerging managers with a strong track record or unique value proposition."", ""emerging_fit_confidence"": ""medium"", ""relationship_depth_score"": 4.0, ""composite_score"": 5.0, ""tier"": ""MODERATE FIT"", ""check_size_low"": null, ""check_size_high"": null, ""tokens_input"": 1077, ""tokens_output"": 374, ""cost_usd"": 0.0, ""enriched_at"": ""2026-03-11T19:12:17.283663"", ""data_quality"": ""sufficient""}",2026-03-11T19:12:17.283663
